,Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,f1_wins,f1_losses,f1_height,f1_weight,f1_reach,f1_stance,f1_age,f1_SLpM,f1_sig_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_height,f2_weight,f2_reach,f2_stance,f2_age,f2_SLpM,f2_sig_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,age_diff,height_diff,sig_str_diff,td_def_diff,td_avg_diff,f1_win_rate,f2_win_rate,win_rate_diff
5138,42d09ca167ecae07,win,Yoel Romero,Lyoto Machida,0.0,0.0,42.0,31.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Elbows,3,98,86e388ed20761ad9,13.0,5.0,182.88,83.91,185.42,Southpaw,46.0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,24.0,8.0,185.42,83.91,187.96,Southpaw,45.0,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,-2.5400000000000205,1.0,-2.539999999999992,-0.040000000000000036,0.030000000000000027,0.3600000000000001,0.7222222222222222,0.75,-0.02777777777777779
5139,87b0475688168a42,win,Lorenz Larkin,Santiago Ponzinibbio,1.0,0.0,64.0,33.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,2,187,86e388ed20761ad9,18.0,6.0,180.34,77.11,182.88,Orthodox,37.0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,30.0,7.0,182.88,77.11,185.42,Orthodox,37.0,4.9,0.41,4.67,0.61,0.48,0.3,0.6,0.0,-2.539999999999992,0.0,-2.539999999999992,0.050000000000000044,0.19000000000000006,-0.20999999999999996,0.75,0.8108108108108109,-0.060810810810810856
5140,5b51610a9c8c88ef,win,Antonio Carlos Junior,Eddie Gordon,0.0,0.0,40.0,12.0,4.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,3,277,86e388ed20761ad9,11.0,5.0,187.96,83.91,200.66,Orthodox,34.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,8.0,4.0,182.88,83.91,193.04,Orthodox,40.0,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,7.6200000000000045,-6.0,5.0800000000000125,0.09999999999999998,-0.09999999999999998,1.49,0.6875,0.6666666666666666,0.02083333333333337
5141,7ad6511fb5fb28a4,win,Thiago Santos,Steve Bosse,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,1,29,86e388ed20761ad9,22.0,11.0,187.96,92.99,193.04,Orthodox,40.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,12.0,2.0,180.34,92.99,182.88,Orthodox,42.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,10.159999999999997,-2.0,7.6200000000000045,-0.040000000000000036,-0.35,-0.040000000000000036,0.6666666666666666,0.8571428571428571,-0.19047619047619047
5142,72d6996a60856b5f,win,Hacran Dias,Levan Makashvili,0.0,0.0,17.0,37.0,3.0,2.0,1.0,0.0,Featherweight,S-DEC,3,300,86e388ed20761ad9,23.0,6.0,172.72,70.31,175.26,Orthodox,39.0,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,15.0,2.0,172.72,65.77,172.72,Orthodox,35.0,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,2.539999999999992,4.0,0.0,-0.13000000000000006,-0.08999999999999997,-1.17,0.7931034482758621,0.8823529411764706,-0.08924949290060846
5143,fd80d6d9f4e54387,win,Alex Oliveira,Joe Merritt,0.0,0.0,11.0,23.0,5.0,0.0,2.0,0.0,Welterweight,U-DEC,3,300,86e388ed20761ad9,22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,7.0,2.0,182.88,77.11,187.60065271208342,Orthodox,40.0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,5.439347287916576,-4.0,-2.539999999999992,-0.06999999999999995,-0.050000000000000044,2.35,0.6470588235294118,0.7777777777777778,-0.130718954248366
5144,babfd62f1d4a43a8,win,Leandro Silva,Lewis Gonzalez,0.0,0.0,28.0,21.0,3.0,2.0,0.0,0.0,Welterweight,U-DEC,3,300,86e388ed20761ad9,20.0,6.0,175.26,70.31,182.88,Orthodox,38.0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,11.0,3.0,177.8,77.11,182.23293319138068,Orthodox,36.0,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,0.6470668086193143,2.0,-2.5400000000000205,0.10999999999999999,0.030000000000000027,-0.24,0.7692307692307693,0.7857142857142857,-0.016483516483516425
5145,665e9a25c5d8c17f,win,Tony Sims,Steve Montgomery,1.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1,163,86e388ed20761ad9,12.0,4.0,180.34,70.31,177.8,Southpaw,38.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,9.0,5.0,193.04,83.91,198.33609175348894,Southpaw,33.0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,-20.536091753488932,5.0,-12.699999999999989,0.24,-0.14,0.71,0.75,0.6428571428571429,0.1071428571428571
5146,913d6763b570d060,win,Sirwan Kakai,Danny Martinez,1.0,0.0,52.0,59.0,5.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,300,86e388ed20761ad9,12.0,5.0,165.1,61.23,168.8136343896238,Orthodox,34.0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,21.0,8.0,167.64,56.7,170.18,Orthodox,38.0,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,-1.3663656103762207,-4.0,-2.539999999999992,0.12999999999999995,0.47,1.0,0.7058823529411765,0.7241379310344828,-0.018255578093306246
5147,2f0cbf0502173a79,win,Joanna Jedrzejczyk,Jessica Penne,0.0,0.0,126.0,25.0,0.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO Punches,3,262,194fc025f9355db6,16.0,5.0,167.64,52.16,165.1,Orthodox,36.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,14.0,8.0,165.1,52.16,170.18,Orthodox,41.0,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6,-5.0800000000000125,-5.0,2.539999999999992,0.16999999999999998,0.44000000000000006,-1.05,0.7619047619047619,0.6363636363636364,0.1255411255411255
5148,c1322d09e8b6efca,win,Tatsuya Kawajiri,Dennis Siver,0.0,0.0,22.0,22.0,4.0,0.0,0.0,1.0,Featherweight,U-DEC,3,300,194fc025f9355db6,36.0,11.0,170.18,65.77,175.26,Orthodox,45.0,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,23.0,11.0,167.64,65.77,177.8,Orthodox,45.0,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,-2.5400000000000205,0.0,2.5400000000000205,0.12,-0.020000000000000018,2.76,0.7659574468085106,0.6764705882352942,0.08948685857321648
5149,008d0158831dcbd4,win,Peter Sobotta,Steve Kennedy,0.0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1,177,194fc025f9355db6,17.0,7.0,182.88,77.11,190.5,Southpaw,37.0,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,24.0,8.0,180.34,77.11,184.91679295173205,Orthodox,41.0,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,5.583207048267951,-4.0,2.539999999999992,0.050000000000000044,0.77,-0.9799999999999998,0.7083333333333334,0.75,-0.04166666666666663
5150,951ccd0041bd1700,win,Nick Hein,Lukasz Sajewski,0.0,0.0,54.0,26.0,1.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,194fc025f9355db6,14.0,5.0,167.64,70.31,167.64,Southpaw,39.0,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,13.0,3.0,172.72,70.31,180.34,Orthodox,33.0,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,-12.700000000000017,6.0,-5.0800000000000125,0.0,0.16999999999999993,-0.15000000000000002,0.7368421052631579,0.8125,-0.07565789473684215
5151,447462bc8e540f10,win,Makwan Amirkhani,Masio Fullen,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,Featherweight,SUB Rear Naked Choke,1,101,194fc025f9355db6,17.0,9.0,177.8,65.77,182.88,Southpaw,35.0,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,11.0,7.0,177.8,65.77,177.8,Orthodox,37.0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,5.079999999999984,-2.0,0.0,0.12,-0.33999999999999997,3.49,0.6538461538461539,0.6111111111111112,0.042735042735042694
5152,0b98d84a2795f7f8,win,Mairbek Taisumov,Alan Patrick,1.0,0.0,23.0,17.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Kick,2,90,194fc025f9355db6,27.0,6.0,175.26,70.31,185.42,Orthodox,35.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,15.0,4.0,180.34,70.31,187.96,Southpaw,40.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,-2.5400000000000205,-5.0,-5.0800000000000125,-0.010000000000000009,0.45,-1.6699999999999997,0.8181818181818182,0.7894736842105263,0.028708133971291905
5153,cd7fd3f034717d3c,win,Arnold Allen,Alan Omer,0.0,0.0,23.0,35.0,1.0,2.0,1.0,0.0,Featherweight,SUB Guillotine Choke,3,101,194fc025f9355db6,19.0,3.0,172.72,65.77,177.8,Southpaw,30.0,3.39,0.4,2.91,0.61,1.02,0.5,0.75,0.4,20.0,5.0,177.8,65.77,182.23293319138068,Orthodox,35.0,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0,-4.43293319138067,-5.0,-5.0800000000000125,-0.15000000000000002,0.08999999999999997,-0.6699999999999999,0.8636363636363636,0.8,0.0636363636363636
5154,7045f8c1d5f6abff,win,Noad Lahat,Niklas Backstrom,0.0,0.0,62.0,11.0,1.0,4.0,1.0,1.0,Featherweight,M-DEC,3,300,194fc025f9355db6,11.0,2.0,175.26,65.77,175.26,Orthodox,39.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,11.0,3.0,185.42,65.77,190.2845124724348,Orthodox,34.0,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,-15.024512472434822,5.0,-10.159999999999997,0.050000000000000044,-0.5599999999999999,-0.5499999999999998,0.8461538461538461,0.7857142857142857,0.06043956043956045
5155,e00da416750f75a9,win,Scott Askham,Antonio Dos Santos,2.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1,172,194fc025f9355db6,14.0,4.0,190.5,83.91,190.5,Southpaw,35.0,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,6.0,4.0,177.8,83.91,182.23293319138068,Orthodox,35.0,5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,8.267066808619319,0.0,12.699999999999989,-0.04999999999999999,-0.35,0.44,0.7777777777777778,0.6,0.1777777777777778
5156,08cbd4c521831adf,win,Magomed Mustafaev,Piotr Hallmann,0.0,0.0,18.0,29.0,0.0,2.0,0.0,0.0,Lightweight,KO/TKO,2,204,194fc025f9355db6,14.0,4.0,172.72,70.31,180.34,Orthodox,35.0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,18.0,6.0,175.26,70.31,180.34,Orthodox,36.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,0.0,-1.0,-2.539999999999992,0.12999999999999995,-0.47,0.7600000000000002,0.7777777777777778,0.75,0.02777777777777779
5157,312c742e614f8993,win,Taylor Lapilus,Yuta Sasaki,1.0,0.0,31.0,16.0,0.0,1.0,0.0,0.0,Bantamweight,KO/TKO Punches,2,86,194fc025f9355db6,19.0,4.0,167.64,61.23,185.42,Southpaw,31.0,3.91,0.46,2.37,0.61,0.37,0.4,0.77,0.4,21.0,6.0,177.8,56.7,180.34,Southpaw,34.0,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,5.079999999999984,-3.0,-10.160000000000025,0.050000000000000044,0.36000000000000004,-2.6599999999999997,0.8260869565217391,0.7777777777777778,0.048309178743961345
5158,93f1b09aa792405e,win,Fabricio Werdum,Cain Velasquez,0.0,0.0,96.0,88.0,1.0,4.0,1.0,0.0,Heavyweight,SUB Guillotine Choke,3,133,a58114c6dd0add64,24.0,9.0,193.04,104.78,195.58,Orthodox,46.0,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,14.0,3.0,185.42,108.86,195.58,Orthodox,41.0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,0.0,5.0,7.6200000000000045,-0.04999999999999993,-0.54,-3.38,0.7272727272727273,0.8235294117647058,-0.09625668449197855
5159,fd776d7b554a85d0,win,Eddie Alvarez,Gilbert Melendez,0.0,0.0,31.0,37.0,3.0,0.0,0.0,0.0,Lightweight,S-DEC,3,300,a58114c6dd0add64,29.0,6.0,175.26,70.31,175.26,Orthodox,40.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,22.0,8.0,175.26,65.77,185.42,Orthodox,41.0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,-10.159999999999997,-1.0,0.0,0.07999999999999996,0.21000000000000008,1.28,0.8285714285714286,0.7333333333333333,0.09523809523809534
5160,dc93921bd9342341,win,Kelvin Gastelum,Nate Marquardt,0.0,0.0,59.0,18.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO,2,300,a58114c6dd0add64,18.0,9.0,175.26,77.11,180.34,Southpaw,32.0,3.55,0.41,3.23,0.58,0.96,0.3,0.59,0.1,35.0,19.0,182.88,83.91,187.96,Orthodox,44.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,-7.6200000000000045,-12.0,-7.6200000000000045,-0.08000000000000002,-0.10999999999999999,-0.9100000000000001,0.6666666666666666,0.6481481481481481,0.01851851851851849
5161,243e5e9b6678f303,win,Yair Rodriguez,Charles Rosa,0.0,0.0,56.0,39.0,1.0,5.0,2.0,0.0,Featherweight,S-DEC,3,300,a58114c6dd0add64,16.0,5.0,180.34,65.77,180.34,Orthodox,31.0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,14.0,8.0,175.26,65.77,175.26,Switch,37.0,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,5.0800000000000125,-6.0,5.0800000000000125,0.10000000000000003,0.19999999999999996,-0.98,0.7619047619047619,0.6363636363636364,0.1255411255411255
5163,28c33e9353dac666,win,Henry Cejudo,Chico Camus,0.0,0.0,62.0,48.0,1.0,0.0,0.0,0.0,Flyweight,U-DEC,3,300,a58114c6dd0add64,16.0,4.0,162.56,61.23,162.56,Orthodox,37.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2,17.0,7.0,167.64,56.7,167.64,Orthodox,39.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,-5.079999999999984,-2.0,-5.079999999999984,0.050000000000000044,0.030000000000000027,1.22,0.8,0.7083333333333334,0.09166666666666667
5164,47e8726b301f3f32,win,Efrain Escudero,Drew Dober,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Lightweight,SUB Guillotine Choke,1,54,a58114c6dd0add64,28.0,12.0,175.26,70.31,180.34,Orthodox,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,27.0,13.0,172.72,70.31,177.8,Southpaw,35.0,4.34,0.4,4.23,0.51,0.71,0.18,0.56,0.1,2.539999999999992,3.0,2.539999999999992,0.03999999999999998,0.09999999999999998,0.6000000000000001,0.7,0.675,0.02499999999999991
5165,c7bc785e99d3ee2a,win,Patrick Williams,Alejandro Perez,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,Bantamweight,SUB Guillotine Choke,1,23,a58114c6dd0add64,8.0,6.0,172.72,61.23,185.42,Orthodox,42.0,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,23.0,9.0,167.64,61.23,170.18,Orthodox,34.0,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,15.23999999999998,8.0,5.0800000000000125,0.16000000000000003,0.30000000000000004,2.17,0.5714285714285714,0.71875,-0.1473214285714286
5166,b2b6cf87cde17136,win,Johnny Case,Francisco Trevino,0.0,0.0,40.0,34.0,4.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,a58114c6dd0add64,22.0,6.0,177.8,70.31,182.88,Orthodox,34.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,13.0,3.0,175.26,70.31,177.8,Orthodox,42.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,5.079999999999984,-8.0,2.5400000000000205,-0.03999999999999998,0.31,0.73,0.7857142857142857,0.8125,-0.0267857142857143
5167,ac2887a0855a3266,win,Cathal Pendred,Augusto Montano,0.0,0.0,17.0,21.0,4.0,0.0,0.0,0.0,Welterweight,U-DEC,3,300,a58114c6dd0add64,17.0,4.0,185.42,77.11,190.5,Orthodox,36.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,15.0,3.0,185.42,77.11,185.42,Orthodox,39.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,5.0800000000000125,-3.0,0.0,-0.020000000000000018,0.16999999999999993,2.46,0.8095238095238095,0.8333333333333334,-0.023809523809523836
5168,0452dd001f4adb6e,win,Gabriel Benitez,Clay Collard,0.0,0.0,60.0,34.0,0.0,6.0,1.0,0.0,Featherweight,U-DEC,3,300,a58114c6dd0add64,23.0,12.0,172.72,70.31,180.34,Southpaw,35.0,4.92,0.41,4.26,0.62,0.24,0.5,0.55,1.0,14.0,7.0,180.34,65.77,185.42,Orthodox,31.0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,-5.079999999999984,4.0,-7.6200000000000045,0.08999999999999997,-0.15999999999999992,-2.5700000000000003,0.6571428571428571,0.6666666666666666,-0.00952380952380949
5169,97febb293c99e5a8,win,Dan Henderson,Tim Boetsch,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1,28,06dc1a58663579d2,32.0,15.0,180.34,83.91,187.96,Orthodox,53.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,21.0,13.0,182.88,83.91,187.96,Orthodox,43.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,0.0,10.0,-2.539999999999992,-0.030000000000000027,-0.020000000000000018,0.07000000000000006,0.6808510638297872,0.6176470588235294,0.06320400500625778
5170,09f67db0cfaee022,win,Ben Rothwell,Matt Mitrione,0.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0,Heavyweight,SUB Guillotine Choke,1,114,06dc1a58663579d2,39.0,14.0,193.04,120.2,198.12,Orthodox,42.0,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,12.0,5.0,190.5,120.2,208.28,Switch,45.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,-10.159999999999997,-3.0,2.539999999999992,-0.08000000000000002,0.1499999999999999,0.68,0.7358490566037735,0.7058823529411765,0.029966703662597016
5171,f930743af6564795,win,Dustin Poirier,Yancy Medeiros,2.0,0.0,27.0,6.0,1.0,0.0,1.0,0.0,Lightweight,KO/TKO Punches,1,158,06dc1a58663579d2,30.0,8.0,175.26,70.31,182.88,Southpaw,35.0,5.45,0.51,4.36,0.53,1.33,0.36,0.63,1.4,15.0,8.0,177.8,70.31,190.5,Orthodox,36.0,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,-7.6200000000000045,-1.0,-2.5400000000000205,0.14,-0.09999999999999998,1.0,0.7894736842105263,0.6521739130434783,0.13729977116704806
5172,29c7cb102ddd7ec4,win,Brian Ortega,Thiago Tavares,1.0,0.0,41.0,39.0,0.0,6.0,1.0,0.0,Featherweight,KO/TKO Punch,3,250,06dc1a58663579d2,16.0,3.0,172.72,65.77,175.26,Switch,33.0,4.07,0.38,6.54,0.49,1.17,0.27,0.57,1.2,21.0,7.0,170.18,65.77,177.8,Orthodox,39.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,-2.5400000000000205,-6.0,2.539999999999992,-0.020000000000000018,-0.050000000000000044,-2.66,0.8421052631578947,0.75,0.09210526315789469
5173,cad44cd2466fb68f,win,Anthony Birchak,Joe Soto,2.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1,97,06dc1a58663579d2,16.0,8.0,172.72,61.23,175.26,Orthodox,37.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,18.0,7.0,167.64,61.23,165.1,Orthodox,37.0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,10.159999999999997,0.0,5.0800000000000125,-0.04999999999999999,-0.08999999999999997,-0.37,0.6666666666666666,0.72,-0.053333333333333344
5174,c611e81778c0b1fc,win,Francisco Rivera,Alex Caceres,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1,21,06dc1a58663579d2,11.0,7.0,172.72,61.23,177.8,Orthodox,42.0,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,21.0,14.0,177.8,65.77,185.42,Southpaw,35.0,4.16,0.5,2.93,0.63,0.56,0.68,0.64,0.7,-7.619999999999976,7.0,-5.0800000000000125,-0.09000000000000002,0.040000000000000036,0.44999999999999996,0.6111111111111112,0.6,0.011111111111111183
5175,5b0fcecc55bebd5c,win,Shawn Jordan,Derrick Lewis,1.0,0.0,23.0,6.0,3.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kick,2,48,06dc1a58663579d2,19.0,8.0,182.88,117.93,190.5,Southpaw,39.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,27.0,12.0,190.5,117.93,200.66,Orthodox,39.0,2.43,0.5,2.48,0.4,0.53,0.26,0.53,0.0,-10.159999999999997,0.0,-7.6200000000000045,0.0,0.22999999999999998,1.44,0.7037037037037037,0.6923076923076923,0.01139601139601143
5176,245009a9e1a0f60b,win,Omari Akhmedov,Brian Ebersole,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,1,300,06dc1a58663579d2,21.0,6.0,182.88,83.91,185.42,Orthodox,36.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,51.0,18.0,182.88,77.11,185.42,Southpaw,43.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,0.0,-7.0,0.0,-0.14999999999999997,0.040000000000000036,0.8800000000000001,0.7777777777777778,0.7391304347826086,0.03864734299516914
5177,a7c04dc830923313,win,Chris Wade,Christos Giagos,0.0,0.0,32.0,28.0,4.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,06dc1a58663579d2,12.0,3.0,177.8,70.31,177.8,Orthodox,36.0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,20.0,11.0,177.8,70.31,180.34,Orthodox,34.0,2.98,0.42,2.95,0.51,2.93,0.37,0.52,0.4,-2.539999999999992,2.0,0.0,0.11000000000000004,0.030000000000000027,-0.33000000000000007,0.8,0.6451612903225806,0.15483870967741942
5178,3caa22209cb559b7,win,Joe Proctor,Justin Edwards,0.0,0.0,67.0,63.0,0.0,2.0,3.0,0.0,Lightweight,SUB Guillotine Choke,3,298,06dc1a58663579d2,11.0,5.0,177.8,70.31,182.88,Orthodox,38.0,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,9.0,5.0,177.8,70.31,177.8,Orthodox,41.0,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,5.079999999999984,-3.0,0.0,-0.06,0.42999999999999994,-2.14,0.6875,0.6428571428571429,0.044642857142857095
5179,c39da8538d9c0321,win,Jake Collier,Ricardo Abreu,0.0,0.0,67.0,47.0,0.0,3.0,0.0,0.0,Middleweight,S-DEC,3,300,06dc1a58663579d2,13.0,10.0,190.5,104.33,198.12,Orthodox,35.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,5.0,1.0,180.34,83.91,184.91679295173205,Orthodox,39.0,3.79,0.31,3.98,0.68,2.13,0.42,1.0,0.7,13.203207048267956,-4.0,10.159999999999997,0.13,-0.32999999999999996,-1.42,0.5652173913043478,0.8333333333333334,-0.2681159420289856
5180,5a36c9362552e0dc,win,Jose Quinonez,Leonardo Morales,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,Bantamweight,SUB Rear Naked Choke,1,154,06dc1a58663579d2,9.0,5.0,172.72,61.23,175.26,Southpaw,33.0,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,6.0,2.0,172.72,61.23,176.86521367067792,Southpaw,31.0,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,-1.6052136706779265,2.0,0.0,-0.019999999999999962,-0.2,2.7,0.6428571428571429,0.75,-0.1071428571428571
5181,8801fbb87bdedbe3,win,Carlos Condit,Thiago Alves,1.0,0.0,75.0,34.0,2.0,0.0,0.0,1.0,Welterweight,KO/TKO,2,300,aae0897825336b1a,32.0,14.0,187.96,77.11,190.5,Orthodox,39.0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,23.0,15.0,175.26,77.11,177.8,Orthodox,40.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,12.699999999999989,-1.0,12.700000000000017,-0.019999999999999962,-0.25,-0.12,0.6956521739130435,0.6052631578947368,0.09038901601830662
5182,ff64fc34065565d0,win,Charles Oliveira,Nik Lentz,1.0,0.0,64.0,37.0,1.0,2.0,2.0,1.0,Featherweight,SUB Guillotine Choke,3,70,aae0897825336b1a,34.0,9.0,177.8,70.31,187.96,Orthodox,34.0,3.54,0.53,3.19,0.51,2.32,0.4,0.55,2.7,30.0,12.0,172.72,65.77,172.72,Orthodox,39.0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,15.240000000000009,-5.0,5.0800000000000125,0.06000000000000005,0.12000000000000005,-0.98,0.7906976744186046,0.7142857142857143,0.07641196013289031
5183,bf658320ccd69021,win,Alex Oliveira,KJ Noons,0.0,0.0,3.0,7.0,3.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1,171,aae0897825336b1a,22.0,12.0,180.34,77.11,193.04,Orthodox,36.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,13.0,9.0,177.8,70.31,177.8,Orthodox,41.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,15.23999999999998,-5.0,2.539999999999992,0.16000000000000003,-0.050000000000000044,2.27,0.6470588235294118,0.5909090909090909,0.05614973262032086
5184,6a9ea8e420a52a21,win,Francimar Barroso,Ryan Jimmo,0.0,0.0,46.0,35.0,0.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3,300,aae0897825336b1a,19.0,7.0,185.42,92.99,190.5,Orthodox,44.0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,19.0,5.0,185.42,92.99,185.42,Orthodox,42.0,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,5.0800000000000125,2.0,0.0,-0.14,-0.040000000000000036,1.7700000000000002,0.7307692307692307,0.7916666666666666,-0.0608974358974359
